match_date,strategy,p1_name,p2_name,bet_side,odds,stake,won,pnl,bankroll_after
2026-01-05,flat_favorite,Damir Dzumhur,Nuno Borges,P2,1.41,1.0,1,0.41,81.57
2026-01-05,flat_favorite,Yibing Wu,Fabian Marozsan,P2,1.71,1.0,0,-1.0,80.57
2026-01-05,flat_favorite,Marton Fucsovics,Daniil Medvedev,P2,1.245,1.0,1,0.245,80.815
2026-01-05,flat_favorite,Quentin Halys,Alexei Popyrin,P2,1.495,1.0,0,-1.0,79.815
2026-01-05,flat_favorite,Kamil Majchrzak,Daniel Altmaier,P2,1.78,1.0,0,-1.0,78.815
2026-01-05,flat_favorite,Reilly Opelka,Dane Sweeny,P1,1.51,1.0,1,0.51,79.325
2026-01-05,flat_favorite,Valentin Vacherot,Sebastian Korda,P2,1.48,1.0,1,0.48,79.805
2026-01-05,flat_favorite,Tomas Machac,Jiri Lehecka,P2,1.455,1.0,1,0.455,80.26
2026-01-05,flat_favorite,James Duckworth,Alex Michelsen,P2,1.64,1.0,1,0.64,80.9
2026-01-06,flat_favorite,Marcos Giron,Laslo Djere,P1,1.66,1.0,1,0.66,81.56
2026-01-06,flat_favorite,Michael Mmoh,Alejandro Tabilo,P2,1.52,1.0,0,-1.0,80.56
2026-01-06,flat_favorite,Alexandre Muller,Miomir Kecmanovic,P2,1.6,1.0,0,-1.0,79.56
2026-01-06,flat_favorite,Lorenzo Sonego,Rei Sakamoto,P1,1.44,1.0,1,0.44,80.0
2026-01-06,flat_favorite,Jesper de Jong,Gabriel Diallo,P2,1.4,1.0,1,0.4,80.4
2026-01-06,flat_favorite,Francisco Comesana,Juncheng Shang,P2,1.48,1.0,1,0.48,80.88
2026-01-06,flat_favorite,Grigor Dimitrov,Pablo Carreno Busta,P1,1.425,1.0,1,0.425,81.305
2026-01-06,flat_favorite,Cameron Norrie,Ugo Humbert,P2,1.655,1.0,0,-1.0,80.305
2026-01-06,flat_favorite,Alejandro Davidovich Fokina,Brandon Nakashima,P1,1.535,1.0,0,-1.0,79.305
2026-01-06,flat_favorite,Adam Walton,Rinky Hijikata,P1,1.7,1.0,0,-1.0,78.305
2026-01-06,flat_favorite,Tommy Paul,Giovanni Mpetshi Perricard,P1,1.44,1.0,0,-1.0,77.305
